id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
115054084,,3500.0,3500.0,3500.0, 36 months, 10.42%,113.63,B,B3,Manager,4 years,RENT,31200.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115054084,,debt_consolidation,Debt consolidation,378xx,TN,32.12,1.0,Oct-2004,675.0,679.0,0.0,22.0,,7.0,0.0,2446.0,39.5%,29.0,w,3163.1,3163.1,452.49,452.49,336.9,115.59,0.0,0.0,0.0,Dec-2017,113.63,Jan-2018,Dec-2017,694.0,690.0,0.0,38.0,1.0,Individual,,,,0.0,0.0,24995.0,1.0,3.0,2.0,3.0,6.0,22549.0,78.0,0.0,1.0,1127.0,71.0,6200.0,1.0,4.0,2.0,4.0,3571.0,173.0,86.7,0.0,0.0,153.0,70.0,16.0,6.0,0.0,70.0,33.0,7.0,22.0,1.0,1.0,4.0,1.0,1.0,23.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,86.2,100.0,0.0,0.0,35294.0,24995.0,1300.0,29094.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114175060,,28575.0,28575.0,28575.0, 60 months,  9.44%,599.3,B,B1,Director of Purchasing,7 years,MORTGAGE,325000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114175060,,debt_consolidation,Debt consolidation,435xx,OH,5.73,0.0,Jan-1993,825.0,829.0,0.0,,,9.0,0.0,13993.0,1.4%,18.0,w,27059.19,27059.19,2382.21,2382.21,1515.81,866.4,0.0,0.0,0.0,Dec-2017,599.3,Jan-2018,Dec-2017,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,302522.0,0.0,3.0,0.0,0.0,25.0,32948.0,49.0,0.0,0.0,13039.0,25.0,107800.0,0.0,0.0,4.0,1.0,33614.0,93807.0,1.4,0.0,0.0,250.0,294.0,152.0,11.0,7.0,152.0,,12.0,,0.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,435259.0,46941.0,107800.0,67459.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115067309,,5600.0,5600.0,5600.0, 36 months,  7.21%,173.45,A,A3,Reservation Assistant,10+ years,OWN,48000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115067309,,credit_card,Credit card refinancing,968xx,HI,12.33,0.0,Jul-2005,695.0,699.0,0.0,,,6.0,0.0,21266.0,59.7%,10.0,w,5035.73,5035.73,691.56,691.56,564.27,127.29,0.0,0.0,0.0,Dec-2017,173.45,Jan-2018,Dec-2017,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,21266.0,0.0,0.0,0.0,1.0,17.0,0.0,,0.0,0.0,9927.0,60.0,35600.0,0.0,0.0,0.0,1.0,4253.0,13282.0,48.1,0.0,0.0,39.0,144.0,76.0,17.0,0.0,76.0,,,,0.0,3.0,4.0,4.0,5.0,2.0,6.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,35600.0,21266.0,25600.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114429784,,4000.0,4000.0,4000.0, 36 months,  9.93%,128.94,B,B2,Casemanager/life coach,2 years,RENT,45000.0,Not Verified,Jul-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114429784,,medical,Medical expenses,070xx,NJ,20.35,0.0,Sep-1994,770.0,774.0,2.0,,,15.0,0.0,9001.0,11.8%,39.0,w,0.0,0.0,4001.37583333,4001.38,4000.0,1.38,0.0,0.0,0.0,Aug-2017,4003.59,,Aug-2017,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,72736.0,2.0,2.0,0.0,1.0,20.0,63735.0,50.0,2.0,3.0,3493.0,19.0,76000.0,1.0,0.0,2.0,4.0,5195.0,63092.0,12.4,0.0,0.0,169.0,274.0,3.0,3.0,0.0,4.0,,0.0,,0.0,5.0,6.0,9.0,20.0,11.0,13.0,28.0,6.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,142289.0,72736.0,72000.0,66289.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114307294,,7500.0,7500.0,7500.0, 36 months, 20.00%,278.73,D,D4,Analyst,3 years,RENT,185000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114307294,,credit_card,Credit card refinancing,100xx,NY,9.19,0.0,Jan-2007,685.0,689.0,0.0,,,13.0,0.0,12680.0,96.1%,17.0,f,6707.8,6707.8,1325.41,1325.41,792.2,533.21,0.0,0.0,0.0,Dec-2017,278.73,Jan-2018,Dec-2017,589.0,585.0,0.0,,1.0,Individual,,,,0.0,0.0,47876.0,0.0,7.0,2.0,4.0,11.0,35196.0,69.0,0.0,2.0,3786.0,74.0,13200.0,1.0,0.0,2.0,6.0,3683.0,475.0,96.1,0.0,0.0,126.0,71.0,13.0,11.0,0.0,13.0,,11.0,,0.0,5.0,6.0,5.0,5.0,11.0,6.0,6.0,6.0,13.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,64525.0,47876.0,12200.0,51325.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114300170,,30000.0,30000.0,30000.0, 36 months,  7.97%,939.68,A,A5,Quantitative Analyst,< 1 year,RENT,190000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114300170,,home_improvement,Home improvement,112xx,NY,2.11,1.0,Apr-2007,720.0,724.0,0.0,20.0,,11.0,0.0,10686.0,22.5%,17.0,w,27008.64,27008.64,3745.44,3745.44,2991.36,754.08,0.0,0.0,0.0,Dec-2017,939.68,Jan-2018,Dec-2017,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,11546.0,0.0,0.0,0.0,0.0,81.0,0.0,,1.0,2.0,8903.0,21.0,47400.0,0.0,0.0,0.0,2.0,1155.0,31813.0,22.8,0.0,0.0,81.0,123.0,7.0,7.0,0.0,51.0,,,,0.0,3.0,5.0,7.0,11.0,1.0,10.0,15.0,5.0,11.0,0.0,0.0,0.0,1.0,94.1,14.3,0.0,0.0,54156.0,11546.0,41200.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115068156,,6400.0,6400.0,6400.0, 36 months,  9.93%,206.3,B,B2,Finance Analyst,2 years,RENT,92000.0,Not Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115068156,,debt_consolidation,Debt consolidation,981xx,WA,22.15,0.0,Aug-1999,675.0,679.0,0.0,30.0,,8.0,0.0,41888.0,81.7%,23.0,f,5779.24,5779.24,829.86,829.86,620.76,209.1,0.0,0.0,0.0,Dec-2017,214.49,Jan-2018,Dec-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,60917.0,0.0,1.0,0.0,1.0,14.0,19029.0,81.0,1.0,1.0,23181.0,81.0,51300.0,0.0,1.0,0.0,2.0,7615.0,3141.0,90.7,0.0,0.0,190.0,215.0,12.0,12.0,0.0,12.0,,14.0,,0.0,3.0,6.0,3.0,3.0,13.0,7.0,10.0,6.0,8.0,0.0,0.0,0.0,1.0,95.7,66.7,0.0,0.0,74832.0,60917.0,33900.0,23532.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113993191,,16000.0,16000.0,16000.0, 36 months, 16.02%,562.68,C,C5,Production Assistant/Marker,2 years,RENT,60000.0,Source Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113993191,,credit_card,Credit card refinancing,928xx,CA,32.32,1.0,Sep-2002,670.0,674.0,1.0,5.0,,19.0,0.0,11928.0,54.5%,38.0,w,14575.47,14575.47,2222.24,2222.24,1424.53,797.71,0.0,0.0,0.0,Dec-2017,562.68,Jan-2018,Dec-2017,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,42975.0,0.0,9.0,1.0,2.0,11.0,31047.0,60.0,2.0,3.0,5328.0,58.0,21900.0,2.0,0.0,2.0,5.0,2262.0,1222.0,87.4,0.0,0.0,178.0,160.0,9.0,9.0,0.0,9.0,,4.0,5.0,0.0,4.0,7.0,5.0,7.0,23.0,10.0,15.0,7.0,19.0,0.0,0.0,0.0,3.0,94.7,60.0,0.0,0.0,73936.0,42975.0,9700.0,52036.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114159654,,12000.0,12000.0,12000.0, 36 months, 10.42%,389.58,B,B3,Truck Driver,< 1 year,RENT,62000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114159654,,other,Other,335xx,FL,17.23,0.0,Mar-2008,785.0,789.0,1.0,,,7.0,0.0,1875.0,9.8%,10.0,w,10843.53,10843.53,1551.37,1551.37,1156.47,394.9,0.0,0.0,0.0,Dec-2017,389.58,Jan-2018,Jul-2017,789.0,785.0,0.0,,1.0,Joint App,100000.0,15.74,Verified,0.0,0.0,45191.0,0.0,2.0,0.0,3.0,16.0,43316.0,81.0,0.0,4.0,1226.0,62.0,19200.0,1.0,4.0,2.0,7.0,6456.0,9332.0,13.6,0.0,0.0,112.0,33.0,14.0,14.0,0.0,15.0,,0.0,,0.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,72781.0,45191.0,10800.0,53581.0,9976.0,700.0,704.0,Aug-2015,2.0,0.0,10.0,24.0,2.0,8.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114168763,,40000.0,40000.0,40000.0, 36 months, 12.62%,1340.45,C,C1,Associate Professor,10+ years,MORTGAGE,250000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114168763,,credit_card,Credit card refinancing,770xx,TX,15.34,0.0,Jun-1990,715.0,719.0,2.0,,,16.0,0.0,167903.0,90.6%,43.0,w,36262.42,36262.42,5333.76,5333.76,3737.58,1596.18,0.0,0.0,0.0,Dec-2017,1340.45,Jan-2018,Dec-2017,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,716810.0,1.0,3.0,1.0,1.0,11.0,21704.0,52.0,3.0,4.0,15598.0,79.0,176900.0,2.0,0.0,5.0,6.0,47787.0,4306.0,95.5,0.0,0.0,275.0,325.0,3.0,3.0,5.0,9.0,,4.0,,0.0,9.0,11.0,9.0,16.0,16.0,11.0,21.0,11.0,16.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,758625.0,189607.0,95900.0,41725.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114507048,,10000.0,10000.0,10000.0, 36 months, 23.88%,391.7,E,E2,Pct,1 year,OWN,30000.0,Source Verified,Aug-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114507048,,major_purchase,Major purchase,458xx,OH,1.0,0.0,Feb-2007,715.0,719.0,0.0,,,8.0,0.0,90.0,0.5%,21.0,f,0.0,0.0,10875.4396924,10875.44,10000.0,875.44,0.0,0.0,0.0,Dec-2017,9713.61,,Dec-2017,609.0,605.0,0.0,,1.0,Individual,,,,0.0,463.0,90.0,0.0,0.0,1.0,1.0,11.0,0.0,,0.0,3.0,90.0,1.0,20000.0,0.0,0.0,0.0,5.0,11.0,15710.0,0.6,0.0,0.0,115.0,125.0,14.0,11.0,1.0,20.0,,14.0,,0.0,1.0,1.0,6.0,8.0,6.0,8.0,14.0,1.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,20000.0,90.0,15800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114467507,,19000.0,19000.0,19000.0, 36 months, 13.59%,645.6,C,C2,Senior Claims Investigator,10+ years,OWN,51000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114467507,,debt_consolidation,Debt consolidation,273xx,NC,22.49,0.0,Nov-1995,690.0,694.0,1.0,,,11.0,0.0,14601.0,59%,33.0,w,17248.83,17248.83,2568.06,2568.06,1751.17,816.89,0.0,0.0,0.0,Dec-2017,645.6,Jan-2018,Dec-2017,694.0,690.0,0.0,80.0,1.0,Individual,,,,0.0,0.0,24298.0,1.0,2.0,0.0,0.0,52.0,9697.0,40.0,4.0,7.0,4284.0,59.0,24600.0,0.0,0.0,3.0,7.0,2429.0,2200.0,94.0,0.0,0.0,260.0,248.0,4.0,4.0,0.0,4.0,48.0,4.0,48.0,1.0,4.0,8.0,10.0,11.0,7.0,8.0,26.0,6.0,10.0,,0.0,0.0,4.0,94.0,100.0,0.0,0.0,48734.0,24298.0,8800.0,24134.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114033123,,7850.0,7850.0,7850.0, 36 months, 11.99%,260.7,B,B5,Material Handler,1 year,MORTGAGE,28000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114033123,,debt_consolidation,Debt consolidation,325xx,FL,13.59,1.0,Dec-1993,660.0,664.0,0.0,4.0,,5.0,0.0,5222.0,89%,16.0,w,7109.94,7109.94,1037.57,1037.57,740.06,297.51,0.0,0.0,0.0,Dec-2017,260.7,Jan-2018,Dec-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,99634.0,0.0,1.0,1.0,1.0,7.0,4599.0,92.0,0.0,1.0,3675.0,89.0,5850.0,0.0,3.0,0.0,2.0,24908.0,2925.0,89.0,0.0,0.0,145.0,283.0,20.0,7.0,2.0,20.0,,20.0,,0.0,2.0,2.0,4.0,4.0,7.0,2.0,7.0,2.0,4.0,,0.0,0.0,1.0,94.0,100.0,0.0,0.0,112752.0,9821.0,5850.0,5017.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115024214,,7000.0,7000.0,7000.0, 36 months, 10.42%,227.26,B,B3,Assistant Manager,8 years,RENT,30000.0,Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115024214,,debt_consolidation,Debt consolidation,774xx,TX,29.26,0.0,Apr-2007,790.0,794.0,0.0,,,6.0,0.0,4478.0,9.3%,10.0,f,6325.37,6325.37,904.99,904.99,674.63,230.36,0.0,0.0,0.0,Dec-2017,227.26,Jan-2018,Dec-2017,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,33582.0,1.0,1.0,0.0,1.0,15.0,29104.0,,1.0,1.0,1229.0,9.0,48400.0,0.0,1.0,0.0,2.0,5597.0,43922.0,9.3,0.0,0.0,86.0,123.0,4.0,4.0,0.0,4.0,,15.0,,0.0,5.0,5.0,5.0,6.0,3.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,87711.0,33582.0,48400.0,39311.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115057746,,12500.0,12500.0,12500.0, 60 months, 13.59%,288.21,C,C2,Field Consultant,< 1 year,MORTGAGE,66000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115057746,,credit_card,Credit card refinancing,809xx,CO,12.88,1.0,Feb-1997,705.0,709.0,1.0,13.0,,10.0,0.0,13138.0,34.7%,13.0,w,11903.37,11903.37,1143.4,1143.4,596.63,546.77,0.0,0.0,0.0,Dec-2017,288.21,Jan-2018,Dec-2017,729.0,725.0,0.0,,1.0,Individual,,,,0.0,801.0,187115.0,1.0,1.0,0.0,0.0,48.0,3426.0,23.0,1.0,2.0,7347.0,30.0,37900.0,0.0,1.0,3.0,3.0,18712.0,18155.0,40.1,0.0,0.0,108.0,119.0,2.0,2.0,1.0,16.0,13.0,0.0,13.0,0.0,4.0,6.0,4.0,4.0,3.0,7.0,8.0,6.0,10.0,0.0,0.0,0.0,1.0,92.3,0.0,0.0,0.0,233366.0,16574.0,30300.0,15113.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115067179,,5000.0,5000.0,5000.0, 36 months,  9.44%,160.03,B,B1,Supervisor,10+ years,RENT,110000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115067179,,credit_card,Credit card refinancing,791xx,TX,12.7,1.0,Jul-2005,675.0,679.0,1.0,20.0,,4.0,0.0,24138.0,89.7%,14.0,w,4511.49,4511.49,637.5,637.5,488.51,148.99,0.0,0.0,0.0,Dec-2017,160.03,Jan-2018,Dec-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,33277.0,0.0,1.0,0.0,0.0,44.0,9139.0,37.0,0.0,0.0,13455.0,64.0,26900.0,1.0,0.0,2.0,0.0,8319.0,962.0,96.2,0.0,0.0,115.0,144.0,41.0,41.0,2.0,74.0,20.0,3.0,20.0,0.0,2.0,2.0,2.0,5.0,4.0,3.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,85.7,100.0,0.0,0.0,51900.0,33277.0,25100.0,25000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114177169,,12000.0,12000.0,12000.0, 60 months, 14.08%,279.72,C,C3,Underwriting Specialist III,4 years,MORTGAGE,57000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114177169,,other,Other,200xx,DC,31.2,0.0,Jun-1986,785.0,789.0,0.0,,,19.0,0.0,16867.0,18.1%,24.0,w,11434.46,11434.46,1118.88,1118.88,565.54,553.34,0.0,0.0,0.0,Dec-2017,279.72,Jan-2018,Dec-2017,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,168658.0,1.0,2.0,1.0,3.0,10.0,44456.0,82.0,2.0,4.0,8813.0,42.0,93200.0,1.0,0.0,3.0,8.0,8877.0,65632.0,19.5,0.0,0.0,148.0,373.0,6.0,6.0,1.0,6.0,,7.0,,0.0,5.0,6.0,11.0,11.0,5.0,16.0,18.0,7.0,19.0,0.0,0.0,0.0,4.0,100.0,9.1,0.0,0.0,256056.0,61323.0,81500.0,54356.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115066254,,15000.0,15000.0,15000.0, 60 months, 18.06%,381.4,D,D2,Arts Specialist,2 years,RENT,55000.0,Not Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115066254,,debt_consolidation,Debt consolidation,207xx,MD,10.21,0.0,Mar-2002,670.0,674.0,2.0,24.0,,8.0,0.0,18513.0,63.2%,12.0,w,14363.2,14363.2,1495.5,1495.5,636.8,858.7,0.0,0.0,0.0,Dec-2017,381.4,Jan-2018,Dec-2017,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,18513.0,0.0,0.0,0.0,0.0,25.0,0.0,,0.0,3.0,8748.0,63.0,29300.0,0.0,3.0,2.0,3.0,2645.0,2613.0,81.9,0.0,0.0,25.0,184.0,15.0,15.0,0.0,16.0,,0.0,24.0,0.0,2.0,6.0,2.0,4.0,1.0,8.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,83.3,100.0,0.0,0.0,29300.0,18513.0,14400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113689961,,15000.0,15000.0,15000.0, 60 months, 14.08%,349.65,C,C3,Teacher,< 1 year,MORTGAGE,38000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113689961,,debt_consolidation,Debt consolidation,239xx,VA,44.95,0.0,Aug-2010,705.0,709.0,0.0,,,14.0,0.0,10158.0,96.7%,15.0,w,14293.08,14293.08,1386.87,1386.87,706.92,679.95,0.0,0.0,0.0,Dec-2017,349.65,Jan-2018,Jul-2017,709.0,705.0,0.0,,1.0,Joint App,80000.0,27.94,Verified,0.0,0.0,235885.0,0.0,11.0,1.0,2.0,7.0,71017.0,88.0,0.0,0.0,5962.0,89.0,10500.0,2.0,0.0,2.0,3.0,16849.0,342.0,96.7,0.0,0.0,83.0,56.0,35.0,7.0,1.0,35.0,,7.0,,0.0,2.0,2.0,2.0,2.0,12.0,2.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,248811.0,81175.0,10500.0,80326.0,10158.0,685.0,689.0,Sep-1982,0.0,1.0,16.0,96.7,11.0,5.0,0.0,0.0,13.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114507460,,10000.0,10000.0,10000.0, 36 months,  9.44%,320.05,B,B1,Director of Marketing,10+ years,OWN,220000.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114507460,,home_improvement,Home improvement,017xx,MA,14.86,0.0,Apr-1996,705.0,709.0,0.0,,,11.0,0.0,42283.0,98.8%,29.0,w,9023.01,9023.01,1274.96,1274.96,976.99,297.97,0.0,0.0,0.0,Dec-2017,320.05,Jan-2018,Dec-2017,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,489091.0,1.0,5.0,1.0,4.0,6.0,58571.0,63.0,0.0,0.0,13666.0,75.0,42800.0,0.0,2.0,2.0,5.0,44463.0,517.0,98.8,0.0,0.0,186.0,157.0,33.0,6.0,5.0,33.0,,10.0,,0.0,5.0,5.0,5.0,12.0,11.0,5.0,12.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,527948.0,100854.0,42800.0,92548.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114873183,,6000.0,6000.0,6000.0, 36 months, 14.08%,205.3,C,C3,Maintenance Manager,< 1 year,MORTGAGE,32000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114873183,,home_improvement,Home improvement,217xx,MD,27.76,1.0,Aug-1999,700.0,704.0,0.0,1.0,,6.0,0.0,54667.0,41.3%,15.0,w,5450.83,5450.83,816.51,816.51,549.17,267.34,0.0,0.0,0.0,Dec-2017,205.3,Jan-2018,Dec-2017,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,162877.0,0.0,1.0,0.0,0.0,41.0,6967.0,48.0,0.0,0.0,5619.0,45.0,74700.0,0.0,0.0,0.0,0.0,27146.0,8631.0,41.3,0.0,0.0,102.0,215.0,54.0,41.0,1.0,79.0,1.0,,1.0,0.0,2.0,3.0,3.0,4.0,3.0,4.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,93.3,33.3,0.0,0.0,233145.0,61634.0,14700.0,14473.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114171614,,15000.0,15000.0,15000.0, 36 months,  9.93%,483.52,B,B2,Water System Operator,10+ years,RENT,68000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114171614,,debt_consolidation,Debt consolidation,933xx,CA,21.27,0.0,Jul-1987,720.0,724.0,0.0,,87.0,7.0,1.0,4956.0,27.1%,20.0,w,13544.48,13544.48,1925.8,1925.8,1455.52,470.28,0.0,0.0,0.0,Dec-2017,483.52,Jan-2018,Dec-2017,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,60415.0,0.0,3.0,0.0,4.0,19.0,55459.0,76.0,1.0,1.0,1453.0,58.0,18300.0,1.0,10.0,4.0,5.0,8631.0,8355.0,26.1,0.0,0.0,123.0,360.0,11.0,11.0,0.0,11.0,,1.0,,0.0,3.0,4.0,3.0,4.0,12.0,4.0,8.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,86730.0,60415.0,11300.0,68430.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113966341,,12000.0,12000.0,12000.0, 60 months, 15.05%,285.8,C,C4,Staff Assistant,7 years,MORTGAGE,53429.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113966341,,debt_consolidation,Debt consolidation,085xx,NJ,19.18,0.0,Feb-1996,715.0,719.0,0.0,,,19.0,0.0,21224.0,78.9%,27.0,w,11448.53,11448.53,1133.17,1133.17,551.47,581.7,0.0,0.0,0.0,Dec-2017,285.8,Jan-2018,Dec-2017,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,222707.0,0.0,9.0,1.0,1.0,8.0,38692.0,101.0,0.0,0.0,10631.0,92.0,26900.0,2.0,0.0,8.0,1.0,12373.0,1559.0,93.0,0.0,0.0,257.0,142.0,27.0,8.0,5.0,31.0,,5.0,,0.0,4.0,5.0,5.0,5.0,14.0,8.0,8.0,5.0,19.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,254122.0,59916.0,22400.0,38222.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
