id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,25000,25000,25000.0, 36 months, 13.53%,848.75,B,B5,Teacher,5 years,MORTGAGE,84087.0,Source Verified,Dec-2013,Charged Off,n,,,credit_card,Credit Cards ,550xx,MN,15.54,0,May-1992,1,,,11,0,26653,83.3%,63,f,0.0,0.0,14428.75,14428.75,10555.96,3871.06,0.0,1.73,0.0,Jun-2015,848.75,,Feb-2017,0,,1,Individual,,,,0,0.0,171571.0,,,,,,,,,,,,32000.0,,,,0.0,15597.0,3533.0,85.2,0,0,259.0,146.0,29.0,29.0,0.0,29.0,,1.0,,0.0,6.0,8.0,6.0,6.0,54.0,8.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0,173385.0,171571.0,23900.0,141385.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000.0, 36 months, 15.61%,629.37,C,C4,Sr. Executive Assistant,10+ years,RENT,80970.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,913xx,CA,17.43,0,Sep-1993,1,,,20,0,24150,78.9%,32,f,0.0,0.0,18234.5185407,18234.52,18000.0,234.52,0.0,0.0,0.0,Feb-2014,18234.52,,May-2016,0,,1,Individual,,,,0,0.0,71218.0,,,,,,,,,,,,30600.0,,,,8.0,3748.0,1906.0,81.1,0,0,118.0,243.0,4.0,3.0,0.0,4.0,,4.0,,0.0,5.0,12.0,5.0,9.0,10.0,15.0,22.0,12.0,20.0,0.0,0.0,0.0,2.0,100.0,60.0,0,0,83586.0,71218.0,10100.0,52986.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6250,6250,6250.0, 36 months, 13.53%,212.19,B,B5,Behavior Detection Officer,10+ years,RENT,86305.0,Verified,Dec-2013,Fully Paid,n,,,credit_card,reallyfinal,117xx,NY,28.45,0,Mar-2000,0,,19.0,13,2,12049,42.3%,26,w,0.0,0.0,7358.73086782,7358.73,6250.0,1108.73,0.0,0.0,0.0,Oct-2015,61.93,,Oct-2015,0,,1,Individual,,,,0,0.0,497906.0,,,,,,,,,,,,28500.0,,,,8.0,38300.0,7402.0,59.6,0,0,165.0,163.0,0.0,0.0,2.0,0.0,,22.0,,0.0,3.0,5.0,4.0,7.0,11.0,8.0,13.0,5.0,13.0,0.0,0.0,0.0,5.0,100.0,50.0,1,1,535393.0,141691.0,18300.0,141334.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,15975.0, 60 months, 14.98%,380.48,C,C3,carrier tech,10+ years,RENT,75500.0,Verified,Dec-2013,Current,n,,,debt_consolidation,debt loan,199xx,DE,21.35,1,Oct-1995,1,23.0,,11,0,6430,49.5%,28,f,4539.02,4531.93,17882.56,17854.62,11460.98,6421.58,0.0,0.0,0.0,Dec-2017,380.48,Jan-2018,Dec-2017,0,23.0,1,Individual,,,,0,0.0,27559.0,,,,,,,,,,,,13000.0,,,,2.0,2756.0,1377.0,70.1,0,0,212.0,218.0,9.0,9.0,0.0,9.0,,6.0,40.0,3.0,4.0,7.0,5.0,9.0,12.0,9.0,16.0,7.0,11.0,0.0,0.0,1.0,1.0,89.3,60.0,0,0,41361.0,27559.0,4600.0,28361.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000.0, 36 months,  8.90%,666.82,A,A5,Business analysis specialist,8 years,MORTGAGE,60000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation ,060xx,CT,18.46,0,Oct-2001,0,60.0,116.0,15,1,20488,34.8%,28,w,0.0,0.0,24005.4151451,24005.42,21000.0,3005.42,0.0,0.0,0.0,Jan-2017,666.72,,Jul-2017,0,,1,Individual,,,,0,0.0,196527.0,,,,,,,,,,,,58800.0,,,,4.0,14038.0,33226.0,37.5,0,0,146.0,112.0,10.0,9.0,1.0,10.0,60.0,16.0,60.0,0.0,5.0,8.0,10.0,16.0,6.0,13.0,21.0,8.0,15.0,0.0,0.0,0.0,2.0,100.0,22.2,1,0,252676.0,46109.0,53200.0,28919.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months, 13.98%,341.68,C,C1,mechanic,10+ years,MORTGAGE,98000.0,Source Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,029xx,RI,14.82,0,Mar-2002,2,,44.0,13,1,7949,56.8%,50,w,0.0,0.0,11043.2061205,11043.21,10000.0,1043.21,0.0,0.0,0.0,Nov-2014,7968.09,,Dec-2017,0,,1,Individual,,,,0,0.0,40135.0,,,,,,,,,,,,14000.0,,,,7.0,3087.0,4797.0,53.4,0,0,118.0,141.0,7.0,7.0,1.0,10.0,,6.0,,0.0,7.0,9.0,8.0,21.0,13.0,11.0,35.0,9.0,13.0,0.0,0.0,0.0,2.0,100.0,50.0,1,0,55805.0,40135.0,10300.0,41805.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14400,14400,14400.0, 60 months, 16.24%,352.02,C,C5,Administrator,10+ years,MORTGAGE,106000.0,Verified,Dec-2013,Current,n,,  Borrower added on 12/30/13 > Credit Card consolidation.<br>,debt_consolidation,Debt Consolidation,780xx,TX,33.72,3,Aug-1992,2,19.0,,14,0,12253,81.7%,36,f,4170.47,4170.47,16544.9399909,16544.94,10229.53,6315.41,0.0,0.0,0.0,Dec-2017,352.02,Jan-2018,Dec-2017,0,19.0,1,Individual,,,,0,0.0,364748.0,,,,,,,,,,,,15000.0,,,,2.0,28058.0,1671.0,87.9,0,0,256.0,245.0,5.0,5.0,2.0,5.0,19.0,5.0,19.0,5.0,3.0,4.0,4.0,12.0,19.0,5.0,15.0,4.0,14.0,0.0,0.0,3.0,2.0,84.8,100.0,0,0,417098.0,153250.0,13800.0,167098.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000.0, 36 months, 17.57%,287.5,D,D2,International Project Manager,10+ years,RENT,117000.0,Source Verified,Dec-2013,Fully Paid,n,,"  Borrower added on 12/30/13 > Thank you for your time &amp; consideration.  This debt consolidation loan is to pay off the last few higher interest accounts I have.  I'm in the process of streamlining debt to pay it down as effectively as possible, due to a big set back I had a few years back.  Thank you &amp; Happy New Year!<br>",debt_consolidation,Debt consolidation,900xx,CA,15.12,0,Aug-2002,1,,,9,0,46570,93.1%,28,f,0.0,0.0,8117.55083117,8117.55,8000.0,117.55,0.0,0.0,0.0,Feb-2014,8118.04,,Dec-2017,0,,1,Individual,,,,0,0.0,66861.0,,,,,,,,,,,,50000.0,,,,7.0,7429.0,1498.0,75.0,0,0,136.0,121.0,2.0,2.0,0.0,5.0,,5.0,,0.0,2.0,5.0,3.0,10.0,11.0,6.0,17.0,5.0,9.0,0.0,0.0,0.0,4.0,100.0,66.7,0,0,87938.0,66861.0,6000.0,37938.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9250,9250,9250.0, 36 months, 17.57%,332.42,D,D2,Lead Sr. Consultant,2 years,RENT,87300.0,Not Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt Consolidation,770xx,TX,13.04,0,May-1993,1,27.0,,7,0,5510,79.9%,10,f,0.0,0.0,10361.4618611,10361.46,9250.0,1111.46,0.0,0.0,0.0,Oct-2014,7702.26,,May-2017,0,27.0,1,Individual,,,,0,0.0,19870.0,,,,,,,,,,,,6900.0,,,,5.0,2839.0,1268.0,75.6,0,0,157.0,247.0,5.0,5.0,0.0,5.0,,6.0,,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,80.0,66.7,0,0,31751.0,19870.0,5200.0,24796.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,6975.0, 36 months, 13.98%,239.18,C,C1,Teacher,10+ years,RENT,46000.0,Verified,Dec-2013,Fully Paid,n,,"  Borrower added on 12/31/13 > To handle several high interest cards, and to pay off little amounts on other cards, and also to have a small buffer.<br>",credit_card,new year new start,337xx,FL,30.56,2,Mar-1992,2,10.0,,8,0,11121,55.6%,26,f,0.0,0.0,8333.82000187,8304.06,7000.0,1333.82,0.0,0.0,0.0,Nov-2015,1911.04,,Oct-2017,0,,1,Individual,,,,0,0.0,18316.0,,,,,,,,,,,,20000.0,,,,4.0,2290.0,0.0,101.5,0,0,133.0,261.0,1.0,1.0,0.0,3.0,,1.0,10.0,0.0,2.0,6.0,2.0,12.0,5.0,7.0,20.0,6.0,8.0,0.0,0.0,0.0,3.0,92.3,100.0,0,0,34321.0,18316.0,5000.0,14321.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22550,22550,22550.0, 60 months, 22.40%,627.95,E,E3,,n/a,RENT,65000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > I need the loan to pay off credit cards as well as other small loans I owe.<br>,credit_card,my loan,112xx,NY,8.68,0,Nov-2002,1,66.0,,13,0,12656,48.7%,26,f,0.0,0.0,25805.1307962,25805.13,22550.0,3255.13,0.0,0.0,0.0,Sep-2014,21409.61,,Feb-2017,0,,1,Individual,,,,0,0.0,16955.0,,,,,,,,,,,,26000.0,,,,6.0,1304.0,5751.0,58.0,0,0,112.0,133.0,4.0,4.0,0.0,20.0,66.0,4.0,66.0,0.0,5.0,9.0,5.0,14.0,3.0,12.0,22.0,9.0,13.0,0.0,0.0,0.0,2.0,88.0,0.0,0,0,32159.0,16955.0,13700.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8500,8500,8475.0, 36 months, 11.99%,282.29,B,B3,Performance Manager ,9 years,MORTGAGE,61000.0,Not Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > I am looking to consolidate my debt for two main reasons. 1. I want to be able to avoid paying high interest rates to credit cards over an extended time period. 2. I want to have one place to pay and a set date of when the monies owed will be paid in full.<br>,debt_consolidation,Debt consolidation,607xx,IL,10.07,0,Jan-2000,2,36.0,,13,0,9702,48%,38,f,0.0,0.0,9993.48000448,9964.09,8500.0,1493.48,0.0,0.0,0.0,Feb-2016,3218.52,,Feb-2016,0,49.0,1,Individual,,,,0,129.0,254913.0,,,,,,,,,,,,20200.0,,,,7.0,19609.0,4211.0,59.9,0,0,124.0,100.0,0.0,0.0,3.0,5.0,49.0,2.0,49.0,1.0,4.0,8.0,4.0,6.0,20.0,8.0,15.0,8.0,13.0,0.0,0.0,0.0,5.0,94.7,0.0,0,0,283384.0,70689.0,10500.0,66906.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,19950.0, 60 months, 16.24%,488.92,C,C5,Registered Dental Hygienist,3 years,MORTGAGE,70000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > I am paying off my credit card and financing part of my upcoming June 2014 wedding.<br>,major_purchase,Wedding,276xx,NC,18.24,0,Aug-2006,0,,,15,0,10178,39.8%,23,f,0.0,0.0,23849.27,23789.65,20000.0,3849.27,0.0,0.0,0.0,Apr-2015,17004.39,,Apr-2015,0,,1,Individual,,,,0,0.0,210303.0,,,,,,,,,,,,25600.0,,,,7.0,14020.0,5254.0,59.0,0,0,88.0,53.0,13.0,11.0,1.0,13.0,,11.0,,0.0,1.0,4.0,2.0,2.0,17.0,5.0,5.0,4.0,15.0,0.0,0.0,0.0,2.0,100.0,50.0,0,0,231822.0,66906.0,12800.0,59284.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000.0, 36 months, 13.98%,410.02,C,C1,Supervisor,10+ years,MORTGAGE,106669.0,Not Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > This loan will be used to take care of the credit card debt that I have incurred trying to live my life while helping others.  I realize that living by credit card is no way to live and if I do not have the money I should not use it or loan it by getting a cash advance.  I must live within my means.<br>,debt_consolidation,Debt consolidation,751xx,TX,17.55,0,Dec-1991,1,,,12,0,27365,51.3%,25,f,0.0,0.0,14760.4979903,14760.5,12000.0,2760.5,0.0,0.0,0.0,Jan-2017,409.8,,Nov-2017,0,,1,Individual,,,,0,0.0,261754.0,,,,,,,,,,,,35000.0,,,,8.0,23796.0,5624.0,57.4,0,0,74.0,264.0,4.0,4.0,3.0,4.0,,4.0,,0.0,6.0,7.0,7.0,12.0,5.0,9.0,16.0,7.0,12.0,0.0,0.0,0.0,3.0,100.0,50.0,0,0,279215.0,50191.0,32300.0,26522.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 60 months, 19.22%,390.93,D,D4,Tire Buider,7 years,MORTGAGE,60000.0,Source Verified,Dec-2013,Charged Off,n,,  Borrower added on 12/30/13 > My loan is to consolidate all my unsecured debt.<br>,debt_consolidation,DebtCo,354xx,AL,17.26,0,Jun-2002,1,25.0,,11,0,7437,43.7%,22,f,0.0,0.0,13023.07,13023.07,6477.61,6525.84,19.55,0.07,0.0,Oct-2016,390.93,,Mar-2017,0,,1,Individual,,,,0,0.0,186684.0,,,,,,,,,,,,17000.0,,,,5.0,18668.0,863.0,89.6,0,0,64.0,138.0,5.0,5.0,3.0,5.0,,5.0,,0.0,5.0,5.0,5.0,5.0,8.0,9.0,11.0,5.0,11.0,0.0,0.0,0.0,2.0,90.9,100.0,0,0,207125.0,42408.0,8300.0,37284.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,14950.0, 36 months, 16.99%,534.72,D,D1,Revenue Agent,10+ years,RENT,70000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,030xx,NH,27.64,1,Dec-1994,0,15.0,,10,0,8021,89.1%,22,f,0.0,0.0,18521.0000018,18459.26,15000.0,3521.0,0.0,0.0,0.0,Nov-2015,7291.88,,Dec-2017,0,48.0,1,Individual,,,,0,0.0,19179.0,,,,,,,,,,,,9000.0,,,,2.0,1918.0,668.0,92.0,0,0,107.0,228.0,19.0,19.0,1.0,19.0,15.0,9.0,15.0,2.0,5.0,7.0,6.0,10.0,5.0,8.0,16.0,7.0,10.0,0.0,0.0,0.0,0.0,59.1,83.3,0,0,43645.0,19179.0,8300.0,34645.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21250,21250,21200.0, 60 months, 19.22%,553.82,D,D4,Teacher,10+ years,MORTGAGE,48663.5,Verified,Dec-2013,Current,n,,  Borrower added on 12/30/13 > I plan on using the money to pay off credit cards.  At the moment I make minimum payments totaling $594.43 at high interest rates. With this loan I will be able to pay off these credit cards now and be credit card debt free in five years.  I have been at my current job for almost nine years.<br>,debt_consolidation,D Consol,365xx,AL,28.53,0,Sep-1998,0,,,19,0,20097,55.4%,35,f,6452.55,6437.37,26029.5400061,25968.29,14797.45,11232.09,0.0,0.0,0.0,Dec-2017,553.82,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,103985.0,,,,,,,,,,,,36300.0,,,,5.0,6932.0,729.0,75.7,0,0,183.0,133.0,1.0,1.0,1.0,7.0,,23.0,,0.0,2.0,12.0,2.0,10.0,9.0,13.0,25.0,12.0,19.0,0.0,0.0,0.0,3.0,100.0,50.0,0,0,131454.0,47915.0,3000.0,28788.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000.0, 36 months, 16.24%,1234.65,C,C5,VP Business Affairs,7 years,RENT,140000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,900xx,CA,16.95,0,Sep-1994,1,,,10,0,29303,52.1%,18,f,0.0,0.0,44447.8191302,44447.82,35000.0,9447.82,0.0,0.0,0.0,Jan-2017,1235.07,,Dec-2017,0,,1,Individual,,,,0,0.0,61877.0,,,,,,,,,,,,111200.0,,,,4.0,6188.0,78997.0,54.9,0,0,91.0,231.0,8.0,8.0,0.0,8.0,,1.0,,0.0,4.0,5.0,7.0,9.0,6.0,8.0,12.0,5.0,10.0,0.0,0.0,0.0,3.0,100.0,42.9,0,0,155934.0,61877.0,108200.0,44734.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,19975.0, 36 months, 12.85%,672.44,B,B4,Project Manager,9 years,RENT,120000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > Debt consolidation.<br>,debt_consolidation,Debt Consolidation,956xx,CA,10.58,3,Jun-1999,1,16.0,54.0,9,1,9949,61.4%,37,f,0.0,0.0,23251.09,23222.03,20000.0,3251.09,0.0,0.0,0.0,Aug-2015,11147.27,,Oct-2017,0,22.0,1,Individual,,,,0,2561.0,54032.0,,,,,,,,,,,,16200.0,,,,3.0,6004.0,6251.0,61.4,0,0,148.0,174.0,21.0,16.0,5.0,21.0,16.0,1.0,16.0,3.0,3.0,3.0,5.0,13.0,14.0,5.0,18.0,3.0,9.0,0.0,0.0,2.0,0.0,85.2,20.0,1,0,81146.0,54032.0,16200.0,64946.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,13975.0, 60 months, 16.24%,342.25,C,C5,truck driver,5 years,MORTGAGE,58000.0,Verified,Dec-2013,Charged Off,n,,  Borrower added on 12/30/13 > I want to pay all my debts creditcards etc<br>,debt_consolidation,payoff debs,190xx,PA,7.78,0,Jul-2006,2,,101.0,11,1,5778,55.6%,18,w,0.0,0.0,9334.91,9318.24,4090.06,3710.15,0.0,1534.7,276.1794,Nov-2015,342.25,,Oct-2016,0,,1,Individual,,,,0,0.0,261150.0,,,,,,,,,,,,10400.0,,,,4.0,23741.0,1369.0,76.8,0,0,18.0,89.0,4.0,4.0,2.0,29.0,,4.0,,0.0,4.0,8.0,4.0,8.0,1.0,8.0,15.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,50.0,1,0,279713.0,9263.0,5900.0,5000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2200,2200,2200.0, 36 months, 16.99%,78.43,D,D1,Engineer,1 year,RENT,29000.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > Conslidation<br>,credit_card,Consolidation,333xx,FL,30.09,0,Feb-2000,3,,112.0,11,1,9847,88.7%,44,f,0.0,0.0,2755.78000067,2755.78,2200.0,555.78,0.0,0.0,0.0,Feb-2016,873.46,,Aug-2016,0,,1,Individual,,,,0,153.0,71288.0,,,,,,,,,,,,11100.0,,,,9.0,6481.0,1073.0,85.9,0,0,166.0,64.0,13.0,5.0,0.0,13.0,,4.0,,1.0,5.0,6.0,6.0,7.0,36.0,7.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,97.4,83.3,0,1,76632.0,71288.0,7600.0,65532.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,19950.0, 36 months,  8.90%,635.07,A,A5,Principal,1 year,MORTGAGE,87000.0,Source Verified,Dec-2013,Charged Off,n,,,home_improvement,Time to remodel,917xx,CA,12.83,0,Apr-1990,0,,,22,0,20308,48.7%,51,f,0.0,0.0,2760.67,2753.77,0.0,0.0,0.0,2760.67,27.6067,,0.0,,Oct-2016,0,,1,Individual,,,,0,0.0,524723.0,,,,,,,,,,,,43200.0,,,,7.0,23851.0,18547.0,53.6,0,0,137.0,284.0,5.0,5.0,3.0,5.0,,9.0,,0.0,5.0,6.0,6.0,10.0,35.0,8.0,13.0,6.0,22.0,0.0,0.0,0.0,4.0,100.0,16.7,0,0,538092.0,178211.0,38200.0,144892.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,34950.0, 60 months, 14.98%,832.29,C,C3,Tech Support,10+ years,OWN,94507.0,Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > Debt consolidation<br>,debt_consolidation,Debt Consolidation,802xx,CO,14.63,0,Nov-1987,1,45.0,,11,0,34823,68.5%,29,f,0.0,0.0,38353.6324863,38298.84,35000.0,3353.63,0.0,0.0,0.0,Sep-2014,32528.18,,Sep-2014,0,,1,Individual,,,,0,0.0,211911.0,,,,,,,,,,,,50800.0,,,,2.0,19265.0,11550.0,68.7,0,0,148.0,313.0,0.0,0.0,2.0,30.0,70.0,0.0,45.0,0.0,3.0,6.0,4.0,13.0,3.0,9.0,24.0,6.0,11.0,0.0,0.0,0.0,1.0,92.9,25.0,0,0,237609.0,39494.0,36900.0,8782.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000.0, 36 months,  7.62%,560.91,A,A3,server,2 years,RENT,46000.0,Not Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > to pay my credicards deb<br>,credit_card,Credit card refinancing,333xx,FL,11.27,0,Oct-1996,0,72.0,,12,0,15950,38.1%,25,w,0.0,0.0,19967.58,19967.58,18000.0,1967.58,0.0,0.0,0.0,Feb-2016,6505.74,,Dec-2017,0,72.0,1,Individual,,,,0,144.0,15950.0,,,,,,,,,,,,41900.0,,,,1.0,1450.0,11954.0,49.1,0,0,119.0,206.0,14.0,14.0,2.0,14.0,,11.0,,1.0,4.0,8.0,5.0,10.0,3.0,12.0,20.0,8.0,12.0,0.0,0.0,0.0,0.0,96.0,20.0,0,0,41900.0,15950.0,23500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 36 months, 13.98%,512.52,C,C1,Enlisted,4 years,RENT,43000.0,Source Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,DC,086xx,NJ,33.58,0,Jan-2010,4,,,9,0,5287,37.5%,15,f,0.0,0.0,17440.2300132,17440.23,15000.0,2440.23,0.0,0.0,0.0,Jun-2015,9240.66,,Oct-2017,0,,1,Individual,,,,0,0.0,35245.0,,,,,,,,,,,,14100.0,,,,5.0,4406.0,3000.0,0.0,0,0,44.0,47.0,13.0,1.0,0.0,23.0,,1.0,,0.0,0.0,5.0,1.0,1.0,5.0,6.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0,0,53438.0,35245.0,3000.0,39338.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000.0, 60 months, 22.90%,450.13,E,E4,Project Lead,10+ years,MORTGAGE,80000.0,Source Verified,Dec-2013,Fully Paid,n,,  Borrower added on 12/30/13 > Looking to consolidate a few credit cards and complete some home improvement projects that have been started.<br>,debt_consolidation,Pay off my bills,433xx,OH,10.83,0,Feb-2002,2,,,7,0,13683,85.5%,22,f,0.0,0.0,16305.6961597,16305.7,16000.0,305.7,0.0,0.0,0.0,Feb-2014,16305.96,,Dec-2017,0,,1,Individual,,,,0,0.0,163214.0,,,,,,,,,,,,16000.0,,,,3.0,23316.0,2317.0,85.5,0,0,87.0,142.0,6.0,6.0,3.0,6.0,,6.0,,0.0,5.0,5.0,5.0,12.0,2.0,5.0,17.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,80.0,0,0,181504.0,16766.0,16000.0,16949.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9000,9000,9000.0, 36 months, 13.98%,307.52,C,C1,Accountant,6 years,MORTGAGE,54000.0,Not Verified,Dec-2013,Fully Paid,n,,,credit_card,Credit card refinancing,334xx,FL,28.55,2,Oct-1987,2,11.0,,29,0,17335,45.6%,60,f,0.0,0.0,10979.8500044,10979.85,9000.0,1979.85,0.0,0.0,0.0,Jun-2016,2369.29,,Sep-2017,0,22.0,1,Individual,,,,0,0.0,56866.0,,,,,,,,,,,,38000.0,,,,11.0,2106.0,10297.0,54.4,0,0,108.0,314.0,0.0,0.0,2.0,12.0,22.0,0.0,11.0,1.0,6.0,13.0,13.0,22.0,7.0,28.0,51.0,13.0,29.0,0.0,0.0,1.0,5.0,93.2,33.3,0,0,80460.0,56866.0,22600.0,42460.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4750,4750,4700.0, 36 months, 16.99%,169.33,D,D1,Bookkeeper,2 years,RENT,50000.0,Not Verified,Dec-2013,Fully Paid,n,,"  Borrower added on 12/30/13 > I have too much credit card debt and payments, I would love to be able to pay them off and cut them up. Its too bad you couldn't lend me enough to pay off my car too. Thank you<br>",debt_consolidation,DebtConsolidation,975xx,OR,20.28,0,Nov-1999,0,40.0,,13,0,5482,50.3%,29,f,0.0,0.0,6095.73186707,6031.57,4750.0,1345.73,0.0,0.0,0.0,Jan-2017,169.18,,Dec-2016,0,40.0,1,Individual,,,,0,947.0,34589.0,,,,,,,,,,,,10900.0,,,,5.0,3459.0,138.0,96.1,0,0,121.0,169.0,16.0,9.0,7.0,16.0,,14.0,,2.0,4.0,6.0,5.0,9.0,5.0,10.0,17.0,6.0,13.0,0.0,0.0,0.0,1.0,93.1,100.0,0,0,47083.0,34589.0,3500.0,36183.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
